疾病分類,疾病名稱,症狀,併發症,危險族群,科別,部位
心血管,下肢靜脈曲張,"血管浮凸,皮膚癢,表層皮膚乾燥變薄,皮膚色素沉著,夜間腿部抽筋,下肢酸痛,下肢燒灼感,下肢水腫,下肢沉重感,皮膚潰瘍,血管破裂出血,微血管擴張","鬱血性皮膚炎,皮膚潰瘍休克,蜂窩性織炎,敗血症,深部靜脈栓塞,肺栓塞,死亡,血栓靜脈炎,靜脈潰瘍","50歲以上女性、懷孕或多產婦女、過度肥胖者、須維持同一姿勢不動或須長期站立的工作者，容易導致下半身血液循環變差，為此疾病的高危險族群。,老年人因血管壁缺乏彈性，較易出現下肢血液循環不良的情形。,有下肢靜脈曲張家族史者，因其天生靜脈壁較薄弱、靜脈內瓣膜缺陷等因素，容易引發該疾病。,罹患心臟病、肝硬化等慢性疾病病患，會妨礙血液回流到心臟，易導致該疾病產生。,服用避孕藥或使用女性荷爾蒙治療者，可能會導致靜脈擴張，使血管變得脆弱，容易引發此疾病。,有長期腹內壓增加的情況，如便秘、腹部大血管附近長腫瘤、前列腺肥大、蹲踞等，使下肢靜脈回流受到阻礙，就容易引發靜脈曲張。","一般外科,心臟血管科",下肢皮膚
心血管,冠心病,"胸悶,胸痛,喘不過氣,心悸,暈倒,冒冷汗,噁心,嘔吐,呼吸困難,頭暈","心絞痛,心肌梗塞,心衰竭,心律不整,猝死,休克","45歲以上、女55歲以上。男女發病比例約2：1，女性如無糖尿病等其它重大危險因子則停經前少發生。,三高（高血壓、高血脂、高血糖）及糖尿病患者。,有心血管疾病家族病史者。,過於肥胖、運動量過少者。,長期吸煙者、大量酗酒者。,常吃高熱量、高動物脂肪、高膽固醇、高糖飲食者。,過度操勞、缺乏休息睡眠者。,壓力大、精神容易過度緊張者。",心臟血管科,心臟
心血管,心律不整,"可能全無症狀,心悸,頭暈,胸痛,心搏驟停,休克,昏厥,猝死",null,"有心臟疾患或任何心肌病變。,有心律不整或syncope的家族史。,家族中有心因性猝死的個案。",心臟血管科,心臟
心血管,心律過緩,"頭暈,疲倦,無力,昏厥,心悸,心跳停止,胸悶,運動耐受度減弱","心肌缺血,心肌梗塞,節律障礙,低血壓,心臟衰竭,腦缺血,休克","先天性心臟病患者,心臟傳導組織退化者,年長者,運動員,腦下垂體功能低下者,服用神經藥物或高血壓藥物者,內分泌功能異常者,自律神經失調者",心臟內科、心律不整門診,心臟
心血管,難治性高血壓（頑固型高血壓）,血壓高,"腦中風,心肌梗塞,心臟衰竭,腎臟衰竭,死亡","40歲以上的人,肥胖者,睡眠呼吸中止症患者",心臟內科;腎臟內科;內科;家醫科,腎交感神經亢奮恐是原因之一
心血管,心碎症候群（章魚壺心肌症）,"急性胸痛,呼吸困難,胸悶,胸部有壓迫感,休克","肺水腫,低血壓,心律不整,心臟衰竭","停經後的女性,有焦慮、憂鬱者,頭部外傷,有癲癇病史",心臟內科,心臟
心血管,假期心臟症候群,"心室性心律不整,心房顫動,急性心臟功能衰退,胸痛,呼吸不順","心臟衰竭,缺血性中風,腸中風,心肌梗塞","酗酒者,熬夜者,重鹹飲食者,暴飲暴食者,生活壓力大的上班族或學生",心臟血管內科,心臟
心血管,肺高壓,"容易喘,咳嗽,咳出血絲,腿、腳和脖子處水腫,頭暈,暈倒","右心衰竭,猝死","好發性別與年齡：女性，20到50歲。,家族相關遺傳病史者。,結締組織疾病患者（如：紅斑性狼瘡、硬皮病、⋯⋯等）。,先天性心臟病患者。,肝硬化患者。,安非他命使用者。,HIV（人類免疫缺乏病毒）感染者。",有肺高壓治療團隊的醫院、心臟內科、胸腔內科,肺血管及心臟
心血管,風濕性心臟病,"疲倦,食慾不振,頭暈目眩,四肢冰冷,面色蒼白,發燒,心跳加速,胸痛,呼吸困難,咳血,下肢水腫,腹脹,尿少,二尖瓣閉鎖不全","心肌炎,心臟衰竭,二尖瓣膜病變,主動脈瓣膜病變,細菌性心內膜炎","6-15歲之學齡兒童,風濕熱患者,反覆感染鏈球菌咽喉炎者",心臟血管內科,心臟
心血管,狹心症（心絞痛）,"胸悶,胸痛,呼吸短促,呼吸喘,倦怠,疲倦,頭暈,頭昏,噁心,嘔吐,盜汗,腹痛,上腹脹氣,上腹不舒服","心肌梗塞,心衰竭,心律不整,休克,猝死","高血壓、高血糖與高血脂三高病患。,40歲以上男性。,停經後女性。,缺少運動族群。,新陳代謝症候群病患或體重過重族群。,壓力大族群。,冠狀動脈疾病家族史族群。,長期抽菸者。",心臟內科,冠狀動脈、心血管
身心精神,失智症,"記憶障礙,語言障礙,行為重複,被害心理,算術能力喪失,迷路,日夜顛倒,憂鬱,幻覺,妄想,偏執,無法自我照顧,步伐不穩,個性改變,情緒不穩","憂鬱症,中風,腦血管二度病變,肺炎,泌尿系統感染,敗血症,骨折","六十五歲以上的高齡人士。,具有失智症家族病史的人，父母親或兄弟姊妹曾患有阿茲海默症等退化性失智症或血管性失智症，相對一般人病發的風險較高。,巴金森氏症患者，罹患失智症的風險較一般同齡者高。,罹患心血管疾病、高血壓、糖尿病、高膽固醇者，或曾有中風病史與家族史的人，引發血管性失智症的可能性也高。尤其中風患者是高危險群。,腦部曾受創傷或感染的人。,長期處於憂鬱，極少參與社交活動的人。,長期抽菸的人，認知功能退化的速度較快。","身心精神科,神經科,家醫科,老年醫學科",腦部
身心精神,譫妄症,"反應遲鈍,注意力不集中,幻覺,記憶障礙,自我定位障礙,妄想,情緒不穩定,震顫,癲癇,胡言亂語,晝夜顛倒,失眠,失憶,昏睡","褥瘡,呼吸系統感染,泌尿系統感染,口腔潰瘍,角膜潰瘍","六十五歲以上高齡男性，且本身行動不便、營養不良、脫水、視覺或聽覺功能退化等狀況。,已帶有認知功能方面疾病的人，例如失智症、巴金森症患者。,過去曾有譫妄病史的人。,長期酗酒的人。,具有嚴重疾患、多重慢性病或服用多種藥物的。,接受大型手術住院病患，或長期待加護病房的病患。","身心精神科,老年醫學科",腦部
身心精神,思覺失調症,"幻覺,幻聽,妄想,胡言亂語,言語片段,疏離人群,退縮,情感冷漠,攻擊,破壞,自殘,思考障礙,注意力無法集中,睡眠障礙","心血管疾病,肝病,糖尿病,發胖","好發於18-25歲之間，家族中已有精神分裂症病史的人。,體質異常者，體內多巴胺濃度高過正常值許多，導致腦內化學作用產生變異。,藥物及毒品濫用的人。,精神和情緒壓力過大的人。,在家庭成長背景中曾經歷嚴重問題的人，例如父母離異、過度情緒化的教育方式、家庭成員間的失和等。",身心精神科,腦部
身心精神,躁鬱症,"亢奮,易怒,不想睡,多話,失焦,激躁不安,情緒起伏大,情緒低落,疲倦,無力,無價值感,罪惡感,想自殺,注意力不集中,食慾改變","注意力不足過動症,失眠,飲食障礙症,溼疹,乾癬,甲狀腺疾病,腦炎","好發於年輕族群，十五至二十五歲之間的青少年。,家族病史或個人病史中已有罹患躁鬱症案例之人。,成長環境中壓力過大且缺乏社會支持的人。,早期人格發展經驗心理受創者，如父母離婚、驟逝、或曾受虐待、管教過嚴等。",身心精神科,腦部
身心精神,憂鬱症,"情緒低落,想哭,易怒,食慾反常,體重反常,性慾低,失眠,嗜睡,倦怠,四肢無力,悲觀,反應遲緩,健忘,心悸,胸悶,自殺念頭,自殘,恐慌,焦躁,注意力不集中,頭痛,胃痛,腰痛,消化不良,腹瀉,便秘","暴食症,厭食症,躁鬱症,焦慮症,恐慌症,強迫症,妄想症,思覺失調症,心血管疾病,腸胃疾病,癌症","歷經重大人生危機或生活遭逢劇變者，譬如失業、失婚、財務危機、親人驟逝、退休等。,長期處在人際關係壓力緊繃及挫折感很深的人，如在學校或職場上遭同儕排擠、失戀、婆媳、夫妻、親子問題等。,具特殊性格者，如強迫性格、依賴、神經質、歇斯底里、完美主義、恐慌或邊緣性人格等，容易在生活中遭遇問題時，無法有效解決或紓發情緒，進而導致憂鬱症。,體質性遺傳者，家族中已有憂鬱症病史的人。,六十五歲以上的長者，因獨居居多、病痛也較多，經常多重用藥，而許多藥物的副作用都易併發憂鬱症，如降血壓藥物、消炎止痛藥、類固醇、巴金森氏症藥物、神經安定劑、鎮定安眠藥、強心劑等。,罹患其他慢性疾病的人，如癌症、中風、癡呆症等，而照顧這些慢性疾病患者的親人，也會因長期身心俱疲而成為憂鬱症的好發族群。,女性帶有經期症候群、產後症候群或更年期症候群的人。,酒癮及藥癮者，酒精以及藥物濫用，可能導致憂鬱症發病。,長期缺乏社會支持的人，如獨居者。","身心精神科,家庭醫學科",心理
身心精神,自律神經失調,"頭痛,頭暈,胸悶,心悸,腸胃道不適,呼吸急促,冒汗,手腳發抖,肩頸肌肉緊張痠痛,耳鳴,手腳發麻或是同時伴隨心理上的失控感，甚至擔心自己即將死亡","失眠,憂鬱症,焦慮症,其他身心症","憂鬱症患者,焦慮症患者,完美主義或高自我要求者,情緒敏感者",精神科、身心科,全身
身心精神,失眠,"難入睡,淺睡,易驚醒,多夢,早醒,疲倦,哈欠連連,食慾低落,精神渙散,頭痛,記憶力衰退,喪失身心動力,胸悶,肩頸酸痛,腹脹","神經衰弱,內分泌失調,憂鬱症,躁鬱症,感冒,肝炎,腸胃病,高血壓,心臟病,甲狀腺機能低下症,癌症,意外事故,腦中風,猝死,免疫力降低,生長激素分泌減少","特殊工作性質者，例如晝夜需要輪班，白天睡覺、晚上工作的保全、醫院值大夜班的護士醫生，以及跨越多個時區經常性往返出勤的空服員等。,長期壓力過大、容易緊張焦慮的人。,嗜抽菸飲酒、或有咖啡癮、茶癮的人。,本身罹患特定疾病，如睡眠呼吸中止症、不寧腿症候群、哮喘、胃病、關節炎、慢性胃痛、心臟病、糖尿病等患者。或罹患精神方面的疾病，如精神分裂症、憂鬱症及焦慮症等，多半有失眠症狀，不過失眠通常只是其一症狀，不是唯一症狀。,上網成癮者，深夜手機、電腦都不離手的人，容易抑制腦部睡眠機制，久而久之產生失眠問題。,夜生活無度的人，過晚的時間接受聲光刺激。,更年期或年長者，本來就因年紀增長睡眠時間漸減，另又較易因病痛、身體不適，而有失眠現象。","家醫科,身心精神科,神經科",腦部
身心精神,自閉症,"冷漠,不理人,不看人,失語,仿說,不合群,行為固著,自殘,動作重覆,行為固定","癲癇,先天性德國麻疹,結節性硬化症,智能障礙","家族中已有自閉症病史的人。,體質帶有特殊染色體的人，如本身罹患X染色體易脆症。,早產、難產、懷孕期受病毒感染產下的胎兒，因腦部受創或發育受損，尤指左腦與前額部位，都可能增加自閉症的好發率。,嬰兒期因感染腦炎、腦膜炎等疾病，進而使腦部功能受損，增加罹病機率。,先天新陳代謝功能障礙者，例如苯丙酮尿症，因容易影響腦神經訊息傳遞功能，也是併發自閉症的好發族群。","身心精神科,小兒科,復健科",腦部
身心精神,恐慌症,"心跳加速,呼吸急促,害怕,焦慮,暈眩,頭痛,反胃,顫抖,冒冷汗,吞嚥困難,胸痛,胸悶,灼熱,指尖麻痺,失控","憂鬱症,畏懼症,懼曠症,高血壓,原發性心肌肥大症,甲狀腺機能亢進,睡眠障礙,飲食障礙","家族病史或個人病史中已有罹患恐慌症案例之人。,個性較內向，於生活上容易積蓄長期的壓力未能抒發的人。,神經敏感，容易緊張，對事或對人容易有預期性焦慮者。,完美主義性格，責任心與好勝心強的人。,社經地位較高，事業心重的人。,容易受外界影響的人，如在面對負面新聞充斥媒體的現代，帶著深信不疑的態度接收所有訊息，不予以過濾，很容易造成非常態的恐慌及聯想。",身心精神科,心理
身心精神,神經衰弱症,"精神倦怠,容易疲勞,腦力遲鈍,健忘,失眠,難入睡,多夢,易怒,躁動,缺乏耐心,頭痛,頭脹,頭暈目眩,耳鳴,肩頸僵硬,腰痠背痛,手腳痛,胸悶,食慾差,頻尿,腹瀉,消化不良,多汗,心跳加快,肌肉緊繃,注意力不集中,記憶力衰退","陽痿,早洩,月經失調,自律神經失調,焦慮症,憂鬱症,慮病症,恐慌症,強迫症","20至50歲的白領階級，重腦力工作者。,經常熬夜、作息不規律，或本身有失眠問題的人，睡眠不充足對腦神經傷害極大。,身兼數職的職業婦女，長期下來不僅體力透支、心神也會變得過度慢性疲勞。,處在競爭激烈環境之中，神經過度緊繃的人。,煩惱多、情緒壓力過大的人。,居住或工作環境經常變換，生活不安定的人。,本身罹患其他慢性疾病，長期身體的不適對腦神經細胞的過度刺激也易誘發神經衰弱，例如前列腺炎患者。","身心精神科,神經科","腦部,神經系統"
身心精神,焦慮症,"緊張,焦慮,鑽牛角尖,不耐煩,分心,易怒,暈眩,呼吸窘迫,胸悶,心跳急促,心悸,雙手發抖,發熱,臉紅,冒冷汗,多汗,腹瀉,頻尿,反胃,失眠,體重減輕,說話結巴,口乾舌燥,鬱悶","憂鬱症,恐慌症,強迫症,厭食症,神經性偏頭痛,失眠,神經衰弱,幻肢痛,慢性咽喉炎,口角炎,慢性腸胃病,心血管疾病,早洩","長期處於高度競爭或壓力環境下工作的人，例如前線站哨者、廣告行銷企劃、業務、專櫃小姐、醫療人員、新聞記者等。,個性屬於求好心切、完美主義者、愛操心、喜歡將所有責任全攬在自己身上的人；其中又以女性居多。,生長背景中曾遭受某些嚴重心理創傷的人，如棄養、社交挫折，或生活上的重大打擊，所造成的自卑、多疑、內向、膽怯怕事之性格。,本身罹患其他精神官能症，如思覺失調症（精神分裂）、強迫症、恐慌症，或有慢性疼痛疾病、癌症、甲狀腺機能亢進、長期失眠的人，併發焦慮症的機率極高。","身心精神科,家醫科",心理
身心精神,亞斯伯格症候群,"社交困難,溝通困難,固執,狹窄興趣","社交障礙,強迫症,注意力不足過動症","出生時期腦部受損,家族遺傳史,男性高於女性",身心精神科、小兒科、復健科,腦部功能失調
身心精神,強迫症,"強迫聯想,重複回憶,重複疑慮,反覆檢查,強迫洗滌,強迫計數,動作儀式化,強迫思考,思維對立化,焦慮","憂鬱症,躁鬱症,失眠,恐慌症,社交恐懼症","課業壓力過重的學生族群，尤以資優生發病率最高。,自我要求過嚴及完美主義的強迫性格者。,情緒較一般人敏感脆弱的人，個性偏內向、膽怯、怕犯錯、對自我能力缺乏自信心，遇事過度謹慎、容易自責、悲觀。",身心精神科,心理
身心精神,厭食症,"體重驟降,拒食,暴食,噁心,嘔吐,反胃,腹脹,疲倦,便祕,全身無力,精神抑鬱,暈眩,喘氣,心律不整,畏寒,低溫,貧血","憂鬱症,社交畏懼症,強迫症,腸胃機能失調,內分泌失調症候群,代謝失調,骨質疏鬆症,不孕症,低血壓,心臟病,低血糖,尿崩症,腎結石,多重器官衰竭,營養不良,電解質不平衡,脫水,月經停止","十二至二十歲左右的青春期少年，女男比例為十比一，過分在意身體形象、積極尋求同儕認同。,因職業需求需要不斷維持纖瘦身材的人，不分男女，如演員、舞者、模特兒、或騎師、舉重、柔道、摔角選手等運動員，亦有較高的罹病率,而多數患者的社經地位又屬於中上階層。,非常害怕變胖，經常想用各種方式減肥瘦身的人。,長期處在壓力大的環境之下，情緒焦慮、憂鬱的人。,個性上屬於固執與完美主義，對身體有較多負面評價與強迫行為的人。,本身罹患特殊生理疾病如癌症患者，疾病造成的疼痛或因藥物治療產生的副作用，易併發厭食症。,藥物濫用者，多數毒品如安非他命或古柯鹼的副作用之一就是造成食慾驟減，長期倚賴將引發厭食症。",身心精神科,心理
身心精神,妄想症,"頭暈,心神不寧,被害妄想,狂熱,疑神疑鬼,失眠,憂鬱,嫉妒,惱羞成怒,跟蹤,騷擾,襲擊","失智症,憂鬱症,躁鬱症","40歲以上。老年妄想症則多為60歲以上且罹患失智症的人，尤其重度失智症，好發率約五成。,重度憂鬱症患者，嚴重時很容易併發毀滅、自罪或被害等妄想症。,妄想性人格者，個性過分敏感、多疑、固執不知變通，對人缺乏基本的信賴感。,慢性酒精中毒者，好發酒精性妄想症狀如嫉妒妄想、自大妄想。,內向、孤僻，極少與外界接觸的人，例如獨居或守寡。,社經地位低、生活壓力過大、失業、無家可歸者，比一般人更容易病發妄想性精神病。",身心精神科,心理
